Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,xG,npxG,xAG,Sh,SoT,SoT%,G/Sh,G/SoT,G-xG,Cmp%,KP,PrgP,PrgC,Tkl,TklW,Int,Clr,Touches,Carries,Succ%,Recov,Goals_per_90,Assists_per_90,Goal_Contributions_per_90,xG_per_90,xAG_per_90,Shots_per_90,Shots_on_Target_per_90,Key_Passes_per_90,Progressive_Actions_per_90,Tackles_per_90,Interceptions_per_90,Recoveries_per_90,Clearances_per_90
Luken Beitia,es ESP,DF,Real Sociedad,es La Liga,20,1,0,8,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,100.0,0,0,0,1,1,0,2,7,6,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,11.25,22.5
Ismael Bekhoucha,ma MAR,"MF,DF",Getafe,es La Liga,19,5,0,69,0.8,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,70.8,0,1,1,1,1,2,2,35,16,66.7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.608695652173913,1.3043478260869565,2.608695652173913,7.826086956521739,2.608695652173913
Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,20,22,17,1658,18.4,0,2,2,0.2,0.2,1.0,6,2,33.3,0.0,0.0,-0.2,83.7,16,73,22,36,26,10,22,884,551,63.5,109,0.0,0.10856453558504221,0.10856453558504221,0.010856453558504222,0.054282267792521106,0.32569360675512665,0.10856453558504221,0.8685162846803377,5.156815440289505,1.95416164053076,0.5428226779252111,5.916767189384801,1.1942098914354644
Reda Belahyane,ma MAR,MF,Lazio,it Serie A,20,6,1,198,2.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,90.4,0,10,4,8,6,1,5,118,76,50.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.363636363636363,3.6363636363636367,0.4545454545454546,5.90909090909091,2.2727272727272725
Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,30,22,21,1792,19.9,0,1,1,0.1,0.1,0.9,3,0,0.0,0.0,,-0.1,87.6,5,69,8,56,38,35,46,1064,558,40.9,90,0.0,0.05022321428571428,0.05022321428571428,0.005022321428571429,0.04520089285714286,0.15066964285714285,0.0,0.25111607142857145,3.8671875,2.8125,1.7578125,4.520089285714286,2.310267857142857
Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,22,29,16,1523,16.9,1,1,2,0.8,0.8,0.6,9,5,55.6,0.11,0.2,0.2,80.9,5,37,17,53,27,21,41,702,343,13.3,74,0.05909389363099146,0.05909389363099146,0.11818778726198292,0.04727511490479318,0.03545633617859488,0.5318450426789232,0.29546946815495734,0.29546946815495734,3.191070256073539,3.131976362442548,1.2409717662508208,4.372948128693368,2.42284963887065
Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,32,18,15,1436,16.0,0,1,1,0.8,0.8,1.0,12,3,25.0,0.0,0.0,-0.8,78.6,5,38,8,22,12,28,107,952,415,33.3,65,0.0,0.06267409470752089,0.06267409470752089,0.05013927576601671,0.06267409470752089,0.7520891364902508,0.1880222841225627,0.31337047353760444,2.883008356545961,1.3788300835654597,1.754874651810585,4.073816155988857,6.706128133704735
Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,22,4,2,331,3.7,0,0,0,0.3,0.3,0.0,1,0,0.0,0.0,,-0.3,90.2,0,5,0,7,5,5,21,263,186,0.0,19,0.0,0.0,0.0,0.08157099697885196,0.0,0.2719033232628399,0.0,0.0,1.3595166163141994,1.9033232628398793,1.3595166163141994,5.166163141993958,5.709969788519637
Raoul Bellanova,it ITA,DF,Torino,it Serie A,24,1,1,87,1.0,0,0,0,0.0,0.0,0.1,1,0,0.0,0.0,,0.0,72.1,1,0,4,0,0,0,4,51,34,0.0,4,0.0,0.0,0.0,0.0,0.10344827586206896,1.0344827586206897,0.0,1.0344827586206897,4.137931034482759,0.0,0.0,4.137931034482759,4.137931034482759
Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24,34,27,2402,26.7,0,9,9,1.1,1.1,4.7,18,5,27.8,0.0,0.0,-1.1,77.3,34,87,83,24,14,18,45,1469,822,43.8,117,0.0,0.33721898417985013,0.33721898417985013,0.041215653621981686,0.17610324729392174,0.6744379683597003,0.18734388009991673,1.2739383846794339,6.369691923397169,0.8992506244796004,0.6744379683597003,4.3838467943380515,1.6860949208992508
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,26,35,20,1677,18.6,2,7,9,1.5,1.5,3.8,22,5,22.7,0.09,0.4,0.5,79.3,27,43,52,39,24,10,18,843,528,23.0,62,0.1073345259391771,0.3756708407871198,0.4830053667262969,0.08050089445438283,0.2039355992844365,1.180679785330948,0.2683363148479428,1.449016100178891,5.098389982110913,2.0930232558139537,0.5366726296958856,3.32737030411449,0.9660107334525938
Héctor Bellerín,es ESP,DF,Betis,es La Liga,29,9,6,580,6.4,0,2,2,0.2,0.2,2.0,1,1,100.0,0.0,0.0,-0.2,82.3,8,24,3,13,7,6,21,384,212,75.0,13,0.0,0.3103448275862069,0.3103448275862069,0.031034482758620693,0.3103448275862069,0.15517241379310345,0.15517241379310345,1.2413793103448276,4.189655172413794,2.0172413793103448,0.9310344827586207,2.0172413793103448,3.2586206896551726
Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,21,31,29,2488,27.6,9,8,17,11.4,9.9,3.9,60,22,36.7,0.13,0.36,-2.4,86.1,42,199,74,61,33,28,23,1881,1229,54.7,97,0.3255627009646302,0.28938906752411575,0.614951768488746,0.412379421221865,0.1410771704180064,2.170418006430868,0.7958199356913184,1.5192926045016077,9.87540192926045,2.206591639871383,1.0128617363344052,3.5088424437299035,0.8319935691318328
Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,de Bundesliga,19,5,1,68,0.8,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,85.0,0,3,0,1,1,0,2,44,16,100.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9705882352941178,1.3235294117647058,0.0,2.6470588235294117,2.6470588235294117
Andrea Belotti,it ITA,FW,Como,it Serie A,30,18,7,593,6.6,2,0,2,2.5,2.5,0.4,19,3,15.8,0.11,0.67,-0.5,75.0,7,9,9,7,5,1,8,185,106,33.3,17,0.30354131534569984,0.0,0.30354131534569984,0.3794266441821248,0.06070826306913997,2.8836424957841484,0.4553119730185497,1.0623946037099494,2.7318718381112985,1.0623946037099494,0.15177065767284992,2.5801011804384486,1.2141652613827993
Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,25,34,29,2421,26.9,2,1,3,1.0,1.0,1.8,23,4,17.4,0.09,0.5,1.0,88.6,15,152,28,50,35,26,34,1711,951,52.6,119,0.07434944237918216,0.03717472118959108,0.11152416356877323,0.03717472118959108,0.06691449814126393,0.8550185873605948,0.14869888475836432,0.5576208178438662,6.691449814126394,1.8587360594795537,0.966542750929368,4.423791821561338,1.2639405204460965
Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,23,32,20,1864,20.7,5,4,9,5.4,3.1,3.0,26,6,23.1,0.12,0.5,-0.4,77.7,29,64,23,23,10,5,14,791,468,50.0,59,0.24141630901287553,0.19313304721030042,0.43454935622317603,0.2607296137339056,0.14484978540772533,1.255364806866953,0.28969957081545067,1.400214592274678,4.200643776824034,1.1105150214592274,0.24141630901287553,2.8487124463519313,0.6759656652360515
Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,19,33,19,1750,19.4,6,3,9,5.5,4.1,5.2,58,19,32.8,0.07,0.21,0.5,79.3,33,122,85,31,22,13,4,1244,843,36.5,86,0.30857142857142855,0.15428571428571428,0.46285714285714286,0.28285714285714286,0.26742857142857146,2.9828571428571427,0.9771428571428571,1.697142857142857,10.645714285714286,1.5942857142857143,0.6685714285714286,4.422857142857143,0.20571428571428574
Carlos Benavídez,uy URU,MF,Alavés,es La Liga,26,18,6,487,5.4,1,1,2,0.3,0.3,0.6,5,2,40.0,0.2,0.5,0.7,69.4,3,26,4,19,14,8,14,292,147,66.7,32,0.18480492813141686,0.18480492813141686,0.3696098562628337,0.05544147843942505,0.1108829568788501,0.9240246406570841,0.3696098562628337,0.5544147843942505,5.544147843942505,3.51129363449692,1.4784394250513349,5.913757700205339,2.5872689938398357
Adrian Benedyczak,pl POL,"FW,MF",Parma,it Serie A,23,9,2,214,2.4,0,0,0,0.3,0.3,0.1,3,0,0.0,0.0,,-0.3,67.3,2,3,3,0,0,0,8,79,44,0.0,3,0.0,0.0,0.0,0.1261682242990654,0.042056074766355145,1.2616822429906542,0.0,0.8411214953271028,2.5233644859813085,0.0,0.0,1.2616822429906542,3.364485981308411
László Bénes,sk SVK,"MF,FW",Union Berlin,de Bundesliga,26,23,3,589,6.5,2,1,3,0.9,0.9,1.0,19,7,36.8,0.11,0.29,1.1,67.6,19,28,6,2,2,3,9,400,207,20.0,32,0.30560271646859083,0.15280135823429541,0.4584040747028863,0.13752122241086587,0.15280135823429541,2.903225806451613,1.0696095076400678,2.903225806451613,5.195246179966044,0.30560271646859083,0.4584040747028863,4.889643463497453,1.3752122241086588
Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,21,2,0,37,0.4,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,69.2,1,0,2,0,0,1,2,18,8,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4324324324324325,4.864864864864865,0.0,2.4324324324324325,7.297297297297297,4.864864864864865
Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,26,6,4,300,3.3,0,0,0,0.1,0.1,0.1,3,2,66.7,0.0,0.0,-0.1,89.1,4,23,8,5,4,3,1,249,156,90.0,17,0.0,0.0,0.0,0.030000000000000002,0.030000000000000002,0.9,0.6000000000000001,1.2000000000000002,9.3,1.5,0.9,5.1,0.30000000000000004
Ismaël Bennacer,dz ALG,MF,Marseille,fr Ligue 1,26,12,8,646,7.2,0,2,2,0.1,0.1,1.8,3,0,0.0,0.0,,-0.1,91.0,13,72,14,21,10,10,2,870,552,63.6,50,0.0,0.2786377708978328,0.2786377708978328,0.013931888544891642,0.25077399380804954,0.4179566563467492,0.0,1.8111455108359134,11.981424148606813,2.9256965944272446,1.3931888544891642,6.965944272445821,0.2786377708978328
Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,28,13,9,735,8.2,1,3,4,2.0,2.0,2.1,17,4,23.5,0.06,0.25,-1.0,72.1,14,32,41,9,5,3,2,447,286,27.6,32,0.12244897959183673,0.3673469387755102,0.4897959183673469,0.24489795918367346,0.2571428571428571,2.0816326530612246,0.4897959183673469,1.7142857142857144,8.938775510204081,1.1020408163265305,0.3673469387755102,3.9183673469387754,0.24489795918367346
Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,29,31,23,2022,22.5,1,6,7,1.3,1.3,3.2,20,2,10.0,0.05,0.5,-0.3,86.1,15,128,26,51,25,33,86,1766,941,27.8,100,0.044510385756676554,0.26706231454005935,0.3115727002967359,0.057863501483679525,0.142433234421365,0.890207715133531,0.08902077151335311,0.6676557863501484,6.85459940652819,2.2700296735905043,1.4688427299703266,4.451038575667656,3.827893175074184
Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,29,10,3,329,3.7,1,0,1,0.7,0.7,0.0,5,1,20.0,0.2,1.0,0.3,86.1,1,23,2,4,3,5,7,277,130,,20,0.2735562310030395,0.0,0.2735562310030395,0.19148936170212766,0.0,1.3677811550151977,0.2735562310030395,0.2735562310030395,6.838905775075988,1.094224924012158,1.3677811550151977,5.471124620060791,1.9148936170212765
Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,27,26,21,1645,18.3,2,0,2,1.3,1.3,0.4,22,5,22.7,0.09,0.4,0.7,87.9,10,100,28,40,22,40,38,1302,764,47.4,121,0.1094224924012158,0.0,0.1094224924012158,0.07112462006079028,0.02188449848024316,1.203647416413374,0.2735562310030395,0.547112462006079,7.003039513677812,2.188449848024316,2.188449848024316,6.620060790273556,2.0790273556231003
Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,20,25,22,2011,22.3,1,0,1,0.9,0.9,0.4,12,4,33.3,0.08,0.25,0.1,94.4,8,131,9,38,31,21,63,2314,1395,100.0,115,0.04475385380407757,0.0,0.04475385380407757,0.04027846842366982,0.01790154152163103,0.5370462456489309,0.1790154152163103,0.3580308304326206,6.26553953257086,1.7006464445549478,0.939830929885629,5.146693187468921,2.819492789656887
Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,34,30,22,2044,22.7,0,2,2,0.6,0.6,2.2,16,4,25.0,0.0,0.0,-0.6,84.0,18,161,43,33,21,27,72,1631,775,37.5,121,0.0,0.08806262230919765,0.08806262230919765,0.026418786692759294,0.09686888454011743,0.7045009784735812,0.1761252446183953,0.7925636007827788,8.98238747553816,1.4530332681017613,1.1888454011741683,5.3277886497064575,3.170254403131115
Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,29,36,28,2339,26.0,6,7,13,6.8,6.0,5.0,51,18,35.3,0.12,0.33,-0.8,65.8,46,78,65,32,16,10,18,1250,643,40.2,113,0.23086789226165028,0.26934587430525864,0.500213766566909,0.261650277896537,0.19238991021804192,1.9623770842240273,0.6926036767849508,1.7699871740059856,5.502351432235998,1.231295425395468,0.38477982043608383,4.348011970927747,0.6926036767849508
Sander Berge,no NOR,MF,Fulham,eng Premier League,26,31,26,2224,24.7,0,0,0,0.4,0.4,0.6,3,1,33.3,0.0,0.0,-0.4,91.5,18,124,29,50,30,21,38,1384,804,55.0,126,0.0,0.0,0.0,0.01618705035971223,0.024280575539568344,0.12140287769784174,0.04046762589928058,0.7284172661870504,6.191546762589928,2.023381294964029,0.8498201438848921,5.098920863309353,1.537769784172662
Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,18,27,11,1212,13.5,0,1,1,0.7,0.7,0.6,12,2,16.7,0.0,0.0,-0.7,87.4,11,49,33,39,19,24,22,885,531,46.7,73,0.0,0.07425742574257425,0.07425742574257425,0.05198019801980198,0.04455445544554455,0.8910891089108911,0.1485148514851485,0.8168316831683169,6.089108910891089,2.896039603960396,1.7821782178217822,5.420792079207921,1.6336633663366338
Medon Berisha,al ALB,MF,Lecce,it Serie A,20,17,7,716,8.0,0,1,1,0.7,0.7,0.6,24,6,25.0,0.0,0.0,-0.7,78.0,11,42,13,12,8,11,5,486,279,33.3,36,0.0,0.12569832402234637,0.12569832402234637,0.08798882681564245,0.07541899441340782,3.016759776536313,0.7541899441340782,1.38268156424581,6.91340782122905,1.5083798882681565,1.38268156424581,4.5251396648044695,0.6284916201117318
Mergim Berisha,de GER,"FW,MF",Hoffenheim,de Bundesliga,26,11,3,333,3.7,1,1,2,1.0,1.0,1.0,11,3,27.3,0.09,0.33,0.0,69.6,3,7,2,3,3,0,3,93,60,37.5,10,0.2702702702702703,0.2702702702702703,0.5405405405405406,0.2702702702702703,0.2702702702702703,2.972972972972973,0.8108108108108109,0.8108108108108109,2.4324324324324325,0.8108108108108109,0.0,2.7027027027027026,0.8108108108108109
Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,26,2,0,40,0.4,0,0,0,0.2,0.2,0.0,3,1,33.3,0.0,0.0,-0.2,66.7,0,0,2,1,0,0,0,18,11,,1,0.0,0.0,0.0,0.45,0.0,6.75,2.25,0.0,4.5,2.25,0.0,2.25,0.0
Adrian Bernabe,es ESP,MF,Parma,it Serie A,23,21,18,1453,16.1,1,1,2,1.3,1.3,1.1,27,5,18.5,0.04,0.2,-0.3,83.6,22,115,37,29,18,7,26,1140,738,45.5,72,0.06194081211286992,0.06194081211286992,0.12388162422573984,0.08052305574673091,0.06813489332415693,1.672401927047488,0.3097040605643496,1.3626978664831384,9.415003441156228,1.796283551273228,0.43358568479008947,4.459738472126634,1.6104611149346182
Marc Bernal,es ESP,MF,Barcelona,es La Liga,17,3,3,242,2.7,0,0,0,0.1,0.1,0.0,2,1,50.0,0.0,0.0,-0.1,92.5,1,8,0,8,6,1,4,184,97,66.7,9,0.0,0.0,0.0,0.0371900826446281,0.0,0.743801652892562,0.371900826446281,0.371900826446281,2.975206611570248,2.975206611570248,0.371900826446281,3.347107438016529,1.487603305785124
Bernardo,br BRA,DF,Bochum,de Bundesliga,29,21,19,1782,19.8,0,0,0,0.7,0.7,0.7,8,2,25.0,0.0,0.0,-0.7,73.7,4,100,14,46,28,26,103,1249,630,60.0,83,0.0,0.0,0.0,0.03535353535353535,0.03535353535353535,0.4040404040404041,0.10101010101010102,0.20202020202020204,5.757575757575758,2.323232323232323,1.3131313131313131,4.191919191919192,5.202020202020202
Juan Bernat,es ESP,"DF,MF",Villarreal,es La Liga,31,10,1,212,2.4,0,1,1,0.3,0.3,0.4,2,1,50.0,0.0,0.0,-0.3,77.7,4,8,4,9,7,1,4,160,83,37.5,13,0.0,0.4245283018867924,0.4245283018867924,0.12735849056603774,0.16981132075471697,0.8490566037735848,0.4245283018867924,1.6981132075471697,5.09433962264151,3.820754716981132,0.4245283018867924,5.518867924528302,1.6981132075471697
Juan Bernat,es ESP,"MF,DF",Getafe,es La Liga,31,14,9,699,7.8,0,1,1,0.1,0.1,0.7,4,0,0.0,0.0,,-0.1,71.7,7,14,2,19,13,2,12,291,148,52.2,26,0.0,0.12875536480686695,0.12875536480686695,0.012875536480686697,0.09012875536480686,0.5150214592274678,0.0,0.9012875536480687,2.060085836909871,2.4463519313304722,0.2575107296137339,3.347639484978541,1.5450643776824033
Maxime Bernauer,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,11,9,763,8.5,0,0,0,0.1,0.1,0.0,2,0,0.0,0.0,,-0.1,88.1,1,41,7,9,9,5,44,541,327,66.7,37,0.0,0.0,0.0,0.011795543905635648,0.0,0.23591087811271297,0.0,0.11795543905635648,5.661861074705111,1.0615989515072084,0.5897771952817824,4.3643512450851905,5.190039318479686
Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,25,14,7,594,6.6,1,0,1,0.8,0.8,0.5,4,2,50.0,0.25,0.5,0.2,73.6,10,29,7,15,8,5,3,297,156,50.0,38,0.15151515151515152,0.0,0.15151515151515152,0.12121212121212122,0.07575757575757576,0.6060606060606061,0.30303030303030304,1.5151515151515151,5.454545454545455,2.2727272727272725,0.7575757575757576,5.757575757575758,0.4545454545454546
Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,de Bundesliga,25,19,15,1263,14.0,7,2,9,4.1,4.1,1.3,27,14,51.9,0.26,0.5,2.9,60.5,17,33,25,29,15,5,25,520,264,41.5,45,0.498812351543943,0.14251781472684086,0.6413301662707839,0.2921615201900237,0.09263657957244656,1.9239904988123513,0.997624703087886,1.211401425178147,4.133016627078385,2.0665083135391926,0.3562945368171021,3.2066508313539193,1.7814726840855106
Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,21,30,29,2482,27.6,0,1,1,0.3,0.3,1.4,3,0,0.0,0.0,,-0.3,77.4,18,70,40,87,51,42,75,1614,816,44.4,99,0.0,0.0362610797743755,0.0362610797743755,0.01087832393231265,0.0507655116841257,0.10878323932312652,0.0,0.6526994359387591,3.988718775181305,3.154713940370669,1.5229653505237712,3.589846897663175,2.7195809830781625
Matúš Bero,sk SVK,MF,Bochum,de Bundesliga,28,30,29,2565,28.5,5,2,7,4.0,3.0,3.7,31,12,38.7,0.16,0.42,1.0,67.9,54,143,29,65,35,17,35,1619,736,34.5,164,0.17543859649122806,0.07017543859649122,0.2456140350877193,0.14035087719298245,0.1298245614035088,1.087719298245614,0.4210526315789474,1.894736842105263,6.035087719298246,2.280701754385965,0.5964912280701754,5.75438596491228,1.2280701754385963
Juan Berrocal,es ESP,DF,Getafe,es La Liga,25,19,11,1063,11.8,0,0,0,0.4,0.4,0.0,4,0,0.0,0.0,,-0.4,76.1,1,25,1,14,7,15,59,498,196,,35,0.0,0.0,0.0,0.03386641580432737,0.0,0.33866415804327377,0.0,0.08466603951081844,2.2013170272812794,1.1853245531514582,1.2699905926622765,2.9633113828786453,4.995296331138287
Jan-Niklas Beste,de GER,"FW,MF",Freiburg,de Bundesliga,25,12,0,212,2.4,0,1,1,0.9,0.9,0.4,6,2,33.3,0.0,0.0,-0.9,74.5,3,8,5,2,1,1,7,136,73,25.0,16,0.0,0.4245283018867924,0.4245283018867924,0.3820754716981132,0.16981132075471697,2.547169811320755,0.8490566037735848,1.2735849056603774,5.518867924528302,0.8490566037735848,0.4245283018867924,6.792452830188679,2.9716981132075473
Beto,gw GNB,FW,Everton,eng Premier League,26,30,15,1534,17.0,8,0,8,8.2,8.2,1.2,49,23,46.9,0.16,0.35,-0.2,58.2,12,16,15,14,6,4,24,520,267,50.0,40,0.469361147327249,0.0,0.469361147327249,0.48109517601043017,0.07040417209908735,2.8748370273794004,1.349413298565841,0.7040417209908736,1.81877444589309,0.8213820078226858,0.2346805736636245,2.346805736636245,1.4080834419817472
Sam Beukema,nl NED,DF,Bologna,it Serie A,25,35,33,3012,33.5,0,1,1,1.5,1.5,0.9,15,4,26.7,0.0,0.0,-1.5,86.4,10,153,27,54,29,30,111,2419,1519,50.0,135,0.0,0.0298804780876494,0.0298804780876494,0.044820717131474105,0.02689243027888446,0.448207171314741,0.1195219123505976,0.29880478087649404,5.378486055776893,1.6135458167330679,0.896414342629482,4.03386454183267,3.316733067729084
Alessandro Bianco,it ITA,MF,Monza,it Serie A,21,34,29,2600,28.9,1,0,1,1.3,1.3,1.2,26,6,23.1,0.04,0.17,-0.3,86.2,18,125,35,51,28,22,53,1818,1186,41.5,122,0.03461538461538462,0.0,0.03461538461538462,0.045,0.04153846153846154,0.9,0.2076923076923077,0.6230769230769231,5.538461538461538,1.7653846153846153,0.7615384615384615,4.223076923076923,1.8346153846153845
Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,21,1,0,18,0.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,75.0,0,0,0,0,0,0,0,14,8,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,21,16,16,1228,13.6,13,2,15,11.3,9.7,4.5,40,22,55.0,0.3,0.55,1.7,61.8,22,24,14,5,5,4,7,382,212,9.1,23,0.9527687296416938,0.1465798045602606,1.0993485342019544,0.8281758957654723,0.3298045602605863,2.9315960912052117,1.6123778501628665,1.6123778501628665,2.785016286644951,0.36644951140065146,0.2931596091205212,1.6856677524429968,0.5130293159609121
Jaka Bijol,si SVN,DF,Udinese,it Serie A,25,34,34,2963,32.9,1,0,1,2.0,2.0,0.6,19,6,31.6,0.05,0.17,-1.0,83.6,12,98,22,43,25,38,182,2083,1211,66.7,101,0.030374620317246033,0.0,0.030374620317246033,0.060749240634492066,0.01822477219034762,0.5771177860276746,0.1822477219034762,0.3644954438069524,3.644954438069524,1.3061086736415795,1.1542355720553492,3.0678366520418496,5.528180897738778
El Bilal Touré,ml MLI,"FW,MF",Stuttgart,de Bundesliga,22,12,3,356,4.0,2,1,3,1.6,1.6,1.1,14,4,28.6,0.14,0.5,0.4,78.1,7,7,6,4,1,0,1,137,72,50.0,8,0.5056179775280899,0.25280898876404495,0.7584269662921348,0.40449438202247195,0.27808988764044945,3.539325842696629,1.0112359550561798,1.7696629213483146,3.286516853932584,1.0112359550561798,0.0,2.0224719101123596,0.25280898876404495
Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,28,10,1,184,2.0,0,0,0,0.6,0.6,1.1,5,1,20.0,0.0,0.0,-0.6,68.6,9,15,3,14,5,5,2,148,58,33.3,14,0.0,0.0,0.0,0.2934782608695652,0.5380434782608696,2.4456521739130435,0.4891304347826087,4.4021739130434785,8.804347826086957,6.847826086956522,2.4456521739130435,6.847826086956522,0.9782608695652174
Philip Billing,dk DEN,MF,Napoli,it Serie A,28,10,1,197,2.2,1,0,1,1.5,1.5,0.1,6,3,50.0,0.17,0.33,-0.5,78.2,3,5,1,9,6,4,6,136,62,33.3,8,0.45685279187817257,0.0,0.45685279187817257,0.6852791878172589,0.045685279187817264,2.7411167512690358,1.3705583756345179,1.3705583756345179,2.7411167512690358,4.111675126903553,1.8274111675126903,3.6548223350253806,2.7411167512690358
Cristiano Biraghi,it ITA,DF,Torino,it Serie A,31,15,13,1158,12.9,0,0,0,0.5,0.5,2.7,10,1,10.0,0.0,0.0,-0.5,71.5,25,36,24,16,10,8,44,832,390,12.5,39,0.0,0.0,0.0,0.038860103626943004,0.20984455958549225,0.7772020725388601,0.07772020725388601,1.9430051813471503,4.66321243523316,1.2435233160621761,0.6217616580310881,3.0310880829015545,3.4196891191709846
Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,31,8,5,433,4.8,1,0,1,0.2,0.2,0.3,5,2,40.0,0.2,0.5,0.8,83.8,6,15,3,4,4,4,11,335,178,,10,0.20785219399538105,0.0,0.20785219399538105,0.041570438799076216,0.06235565819861432,1.0392609699769053,0.4157043879907621,1.2471131639722863,3.7413394919168588,0.8314087759815242,0.8314087759815242,2.0785219399538106,2.2863741339491916
Samuele Birindelli,it ITA,"DF,MF",Monza,it Serie A,25,21,18,1468,16.3,3,0,3,2.1,2.1,1.4,16,10,62.5,0.19,0.3,0.9,75.7,18,35,40,22,15,10,34,757,457,50.0,47,0.18392370572207084,0.0,0.18392370572207084,0.1287465940054496,0.08583106267029973,0.9809264305177111,0.6130790190735694,1.103542234332425,4.598092643051771,1.3487738419618527,0.6130790190735694,2.8814713896457764,2.084468664850136
Tom Bischof,de GER,"MF,FW",Hoffenheim,de Bundesliga,19,31,30,2559,28.4,5,2,7,2.2,2.2,3.6,51,18,35.3,0.1,0.28,2.8,78.7,50,138,47,95,53,30,53,1951,962,45.3,156,0.17584994138335286,0.07033997655334115,0.246189917936694,0.07737397420867527,0.12661195779601406,1.7936694021101993,0.6330597889800704,1.7584994138335288,6.506447831184056,3.341148886283704,1.0550996483001172,5.4865181711606095,1.8640093786635403
Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,27,28,16,1408,15.6,2,0,2,0.6,0.6,0.3,11,4,36.4,0.18,0.5,1.4,88.6,6,75,15,49,31,18,40,1039,610,31.8,85,0.1278409090909091,0.0,0.1278409090909091,0.03835227272727273,0.019176136363636364,0.703125,0.2556818181818182,0.38352272727272724,5.752840909090909,3.1321022727272725,1.1505681818181819,5.433238636363637,2.5568181818181817
Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,30,27,10,982,10.9,2,1,3,1.6,1.6,1.6,27,9,33.3,0.07,0.22,0.4,84.0,14,64,19,25,9,15,11,801,530,20.0,44,0.18329938900203666,0.09164969450101833,0.27494908350305497,0.14663951120162932,0.14663951120162932,2.474541751527495,0.824847250509165,1.2830957230142568,7.606924643584521,2.2912423625254585,1.374745417515275,4.032586558044806,1.0081466395112015
Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,19,17,15,1336,14.8,1,0,1,0.7,0.7,0.0,4,2,50.0,0.25,0.5,0.3,88.2,1,16,3,19,12,8,84,654,380,58.3,37,0.06736526946107785,0.0,0.06736526946107785,0.04715568862275449,0.0,0.2694610778443114,0.1347305389221557,0.06736526946107785,1.279940119760479,1.279940119760479,0.5389221556886228,2.4925149700598803,5.658682634730539
Bjarki Bjarkason,is ISL,"DF,MF",Venezia,it Serie A,24,9,1,165,1.8,0,0,0,0.0,0.0,0.1,0,0,,,,0.0,87.6,1,10,6,3,2,2,4,111,71,16.7,9,0.0,0.0,0.0,0.0,0.05454545454545454,0.0,0.0,0.5454545454545454,8.727272727272727,1.6363636363636362,1.0909090909090908,4.909090909090909,2.1818181818181817
