Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,xG,npxG,xAG,Sh,SoT,SoT%,G/Sh,G/SoT,G-xG,Cmp%,KP,PrgP,PrgC,Tkl,TklW,Int,Clr,Touches,Carries,Succ%,Recov,Goals_per_90,Assists_per_90,Goal_Contributions_per_90,xG_per_90,xAG_per_90,Shots_per_90,Shots_on_Target_per_90,Key_Passes_per_90,Progressive_Actions_per_90,Tackles_per_90,Interceptions_per_90,Recoveries_per_90,Clearances_per_90
Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27,17,13,1106,12.3,0,0,0,0.8,0.8,0.2,3,0,0.0,0.0,,-0.8,76.3,3,62,12,39,21,14,58,889,554,60.0,71,0.0,0.0,0.0,0.0650994575045208,0.0162748643761302,0.244122965641953,0.0,0.244122965641953,6.021699819168174,3.1735985533453888,1.139240506329114,5.77757685352622,4.719710669077758
Stefano Sensi,it ITA,MF,Monza,it Serie A,28,12,2,274,3.0,1,0,1,0.9,0.2,0.2,6,1,16.7,0.0,0.0,0.1,86.0,3,38,4,8,5,3,3,329,245,71.4,16,0.3284671532846715,0.0,0.3284671532846715,0.2956204379562044,0.06569343065693431,1.9708029197080292,0.3284671532846715,0.9854014598540146,13.795620437956204,2.627737226277372,0.9854014598540146,5.255474452554744,0.9854014598540146
Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27,22,16,1376,15.3,2,1,3,1.9,1.9,1.0,30,8,26.7,0.07,0.25,0.1,74.8,10,56,18,35,22,8,21,660,370,51.4,74,0.1308139534883721,0.06540697674418605,0.19622093023255813,0.12427325581395349,0.06540697674418605,1.9622093023255816,0.5232558139534884,0.6540697674418604,4.840116279069767,2.2892441860465116,0.5232558139534884,4.840116279069767,1.3735465116279069
Sergi,es ESP,DF,Leganés,es La Liga,32,36,33,2957,32.9,2,0,2,1.5,1.5,0.4,13,5,38.5,0.15,0.4,0.5,83.7,5,77,3,40,29,39,185,1875,977,80.0,80,0.0608725059181603,0.0,0.0608725059181603,0.04565437943862022,0.01217450118363206,0.3956712884680419,0.15218126479540073,0.15218126479540073,2.4349002367264116,1.2174501183632058,1.1870138654041258,2.4349002367264116,5.630706797429828
Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,21,4,1,112,1.2,0,0,0,0.2,0.2,0.0,5,1,20.0,0.0,0.0,-0.2,56.8,1,4,2,1,1,1,1,68,27,33.3,3,0.0,0.0,0.0,0.16071428571428573,0.0,4.017857142857143,0.8035714285714285,0.8035714285714285,4.821428571428571,0.8035714285714285,0.8035714285714285,2.4107142857142856,0.8035714285714285
Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21,33,30,2380,26.4,13,5,18,10.0,8.4,2.1,66,29,43.9,0.17,0.38,3.0,67.6,19,46,47,7,3,5,20,901,444,52.0,62,0.49159663865546216,0.18907563025210083,0.680672268907563,0.37815126050420167,0.07941176470588236,2.495798319327731,1.096638655462185,0.7184873949579831,3.5168067226890756,0.2647058823529412,0.18907563025210083,2.3445378151260505,0.7563025210084033
Ryan Sessegnon,eng ENG,"FW,DF",Fulham,eng Premier League,24,16,7,580,6.4,4,2,6,1.6,1.6,1.1,14,8,57.1,0.29,0.5,2.4,78.4,12,22,18,27,13,3,18,363,180,38.1,30,0.6206896551724138,0.3103448275862069,0.9310344827586207,0.24827586206896554,0.1706896551724138,2.1724137931034484,1.2413793103448276,1.8620689655172413,6.206896551724138,4.189655172413794,0.46551724137931033,4.655172413793103,2.793103448275862
Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,31,31,12,1098,12.2,3,4,7,2.7,2.7,1.2,28,12,42.9,0.11,0.25,0.3,79.2,15,49,42,16,12,10,13,635,381,44.7,48,0.2459016393442623,0.32786885245901637,0.5737704918032788,0.2213114754098361,0.09836065573770492,2.295081967213115,0.9836065573770492,1.2295081967213115,7.459016393442623,1.3114754098360655,0.819672131147541,3.9344262295081966,1.0655737704918034
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,29,7,4,349,3.9,0,0,0,0.0,0.0,0.7,1,0,0.0,0.0,,0.0,85.9,5,24,7,4,3,2,7,317,226,0.0,9,0.0,0.0,0.0,0.0,0.1805157593123209,0.25787965616045844,0.0,1.2893982808022924,7.9942693409742125,1.0315186246418337,0.5157593123209169,2.3209169054441263,1.8051575931232093
Eldor Shomurodov,uz UZB,"FW,MF",Roma,it Serie A,29,27,11,1097,12.2,4,4,8,4.7,4.7,1.3,29,13,44.8,0.14,0.31,-0.7,75.2,17,21,19,14,6,3,5,446,246,28.6,36,0.3281677301731996,0.3281677301731996,0.6563354603463992,0.3855970829535096,0.10665451230628989,2.3792160437556973,1.0665451230628988,1.3947128532360984,3.281677301731996,1.1485870556061988,0.24612579762989975,2.9535095715587967,0.4102096627164995
Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32,28,24,2101,23.3,0,3,3,0.4,0.4,2.9,5,1,20.0,0.0,0.0,-0.4,79.7,18,121,16,65,36,20,64,1475,817,57.9,99,0.0,0.12851023322227512,0.12851023322227512,0.017134697762970014,0.1242265587815326,0.21418372203712516,0.042836744407425034,0.7710613993336507,5.86863398381723,2.7843883864826275,0.8567348881485006,4.2408376963350785,2.741551642075202
Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,21,27,5,762,8.5,2,2,4,2.8,2.8,1.1,29,7,24.1,0.07,0.29,-0.8,69.7,8,18,28,10,4,1,7,333,184,30.6,29,0.23622047244094488,0.23622047244094488,0.47244094488188976,0.3307086614173228,0.1299212598425197,3.425196850393701,0.8267716535433071,0.9448818897637795,5.433070866141732,1.1811023622047243,0.11811023622047244,3.425196850393701,0.8267716535433071
Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,28,29,27,2402,26.7,5,1,6,4.2,2.7,3.6,30,7,23.3,0.1,0.43,0.8,78.4,30,147,15,44,27,16,44,1646,914,42.9,125,0.18734388009991673,0.03746877601998335,0.2248126561199001,0.15736885928393007,0.13488759367194006,1.1240632805995003,0.2622814321398834,1.1240632805995003,6.069941715237302,1.6486261448792674,0.5995004163197336,4.683597002497918,1.6486261448792674
Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,24,16,14,1182,13.1,0,0,0,0.6,0.6,0.5,4,2,50.0,0.0,0.0,-0.6,80.8,6,31,8,21,14,20,66,869,472,50.0,37,0.0,0.0,0.0,0.045685279187817264,0.03807106598984771,0.3045685279187817,0.15228426395939085,0.45685279187817257,2.969543147208122,1.598984771573604,1.5228426395939085,2.817258883248731,5.025380710659898
