Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,xG,npxG,xAG,Sh,SoT,SoT%,G/Sh,G/SoT,G-xG,Cmp%,KP,PrgP,PrgC,Tkl,TklW,Int,Clr,Touches,Carries,Succ%,Recov
Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,26,18,5,622,6.9,0,1,1,1.1,1.1,1.5,11,1,9.1,0.0,0.0,-1.1,69.5,9,16,7,13,8,2,10,286,151,35.0,20
Christian Kouamé,ci CIV,"FW,MF",Empoli,it Serie A,26,8,5,507,5.6,1,0,1,2.7,2.7,0.7,16,5,31.3,0.06,0.2,-1.7,60.8,8,13,5,5,4,0,4,217,114,38.5,18
Henri Koudossou,de GER,DF,Augsburg,de Bundesliga,24,21,4,748,8.3,0,0,0,0.1,0.1,0.8,2,0,0.0,0.0,,-0.1,78.8,10,23,19,18,10,15,37,469,220,47.1,39
Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,20,30,28,2468,27.4,0,2,2,1.0,1.0,1.0,22,3,13.6,0.0,0.0,-1.0,83.0,10,104,20,40,20,33,147,1886,1049,58.3,93
Emmanuel Koum Mbondo,fr FRA,DF,Marseille,fr Ligue 1,18,1,0,12,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,88.9,0,0,0,0,0,0,0,9,4,,0
Jules Koundé,fr FRA,DF,Barcelona,es La Liga,25,32,29,2605,28.9,2,3,5,1.8,1.8,3.9,18,6,33.3,0.11,0.33,0.2,86.7,32,165,44,63,43,20,68,2453,1287,44.0,107
Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,27,11,8,756,8.4,0,0,0,0.5,0.5,0.0,8,0,0.0,0.0,,-0.5,83.4,0,12,3,22,17,12,54,375,174,,18
Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,30,31,25,2198,24.4,6,2,8,1.9,1.9,3.6,45,12,26.7,0.13,0.5,4.1,92.6,33,164,56,69,38,24,21,2123,1445,53.7,114
Viktor Kovalenko,ua UKR,MF,Empoli,it Serie A,28,6,0,77,0.9,0,0,0,0.1,0.1,0.0,3,1,33.3,0.0,0.0,-0.1,70.3,0,4,1,2,1,0,0,44,21,100.0,3
Mateusz Kowalski,pl POL,MF,Parma,it Serie A,19,1,1,56,0.6,0,0,0,0.4,0.4,0.0,1,0,0.0,0.0,,-0.4,66.7,0,0,0,0,0,0,1,18,9,,0
Goduine Koyalipou,cf CTA,FW,Lens,fr Ligue 1,24,15,12,885,9.8,4,0,4,4.8,4.8,0.8,42,14,33.3,0.1,0.29,-0.8,69.8,10,20,15,3,2,1,8,318,174,48.0,15
Caleb Kporha,eng ENG,DF,Crystal Palace,eng Premier League,18,2,0,13,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,71.4,0,0,1,2,1,0,1,11,4,,1
Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,29,12,2,342,3.8,0,0,0,0.0,0.0,0.1,1,0,0.0,0.0,,0.0,78.5,1,8,5,4,2,2,16,199,82,0.0,19
Alex Král,cz CZE,MF,Espanyol,es La Liga,26,37,29,2714,30.2,0,1,1,1.5,1.5,1.5,21,2,9.5,0.0,0.0,-1.5,71.9,12,78,49,55,37,28,51,1155,618,52.7,127
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,33,32,32,2767,30.7,11,8,19,11.8,9.5,4.3,66,23,34.8,0.12,0.35,-0.8,77.7,49,143,75,15,8,7,11,1554,938,42.6,136
Frans Krätzig,de GER,"DF,MF",Heidenheim,de Bundesliga,21,16,15,1217,13.5,1,2,3,0.6,0.6,1.8,9,3,33.3,0.11,0.33,0.4,75.9,28,37,25,32,18,17,15,676,372,45.0,60
Frans Krätzig,de GER,DF,Stuttgart,de Bundesliga,21,1,1,56,0.6,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,87.8,0,2,0,2,1,0,1,48,30,,3
Tom Krauß,de GER,MF,Bochum,de Bundesliga,23,14,13,1077,12.0,0,0,0,0.4,0.4,0.7,11,2,18.2,0.0,0.0,-0.4,80.0,12,84,16,35,18,11,19,768,430,52.2,78
Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,25,28,27,2440,27.1,2,0,2,1.7,1.7,0.3,18,5,27.8,0.11,0.4,0.3,90.1,8,144,29,23,16,34,93,2351,1523,58.3,101
Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,de Bundesliga,27,30,28,2513,27.9,5,3,8,2.5,2.5,3.1,24,8,33.3,0.21,0.63,2.5,77.7,20,172,51,59,33,20,97,1955,1084,44.9,121
Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,22,24,19,1754,19.5,1,0,1,0.9,0.9,0.3,4,1,25.0,0.25,1.0,0.1,79.9,4,76,19,31,21,21,80,1144,618,76.9,63
Nikola Krstović,me MNE,FW,Lecce,it Serie A,24,37,37,3057,34.0,11,5,16,12.1,9.7,2.9,134,38,28.4,0.07,0.24,-1.1,66.4,30,56,42,18,9,7,24,1051,571,26.2,72
Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,31,28,22,1842,20.5,5,1,6,2.7,2.7,0.8,18,10,55.6,0.28,0.5,2.3,77.1,11,78,24,40,21,53,61,1268,519,0.0,73
Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,es La Liga,23,36,27,2372,26.4,5,0,5,3.6,3.6,4.5,43,14,32.6,0.12,0.36,1.4,72.1,45,110,133,31,20,17,13,1341,878,47.8,118
Mohammed Kudus,gh GHA,"FW,MF",West Ham,eng Premier League,23,32,31,2590,28.8,5,3,8,6.9,6.9,3.1,75,21,28.0,0.07,0.24,-1.9,83.6,31,79,98,38,23,4,8,1274,842,44.2,138
Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,24,32,27,2389,26.5,7,4,11,4.2,4.2,6.2,47,17,36.2,0.15,0.41,2.8,73.7,65,124,120,45,23,13,10,1276,823,32.5,121
Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,19,14,12,951,10.6,0,0,0,0.3,0.3,0.3,4,2,50.0,0.0,0.0,-0.3,85.7,5,37,23,28,14,8,32,629,324,40.9,32
Marash Kumbulla,al ALB,DF,Espanyol,es La Liga,24,35,34,2972,33.0,3,0,3,1.8,1.8,0.0,16,5,31.3,0.19,0.6,1.2,84.5,1,71,11,51,26,34,224,1845,998,50.0,74
Jonah Kusi-Asare,se SWE,FW,Bayern Munich,de Bundesliga,17,1,0,3,0.0,0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,,0.0,100.0,0,0,0,1,0,0,0,3,1,,0
Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,31,12,6,567,6.3,1,0,1,0.2,0.2,0.6,4,3,75.0,0.25,0.33,0.8,81.2,2,32,4,13,8,9,8,317,140,66.7,27
Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,it Serie A,23,17,15,1178,13.1,5,3,8,4.1,3.4,3.7,49,16,32.7,0.08,0.25,0.9,76.4,28,57,74,15,9,4,7,659,405,26.4,45
Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,fr Ligue 1,23,14,11,916,10.2,4,3,7,3.3,3.3,4.9,34,15,44.1,0.12,0.27,0.7,85.6,25,43,50,19,13,2,4,668,444,47.2,27
Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,de Bundesliga,26,7,0,172,1.9,0,0,0,0.2,0.2,0.2,6,1,16.7,0.0,0.0,-0.2,79.5,4,12,4,4,3,0,1,104,63,85.7,8
Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,28,34,33,2845,31.6,2,4,6,0.9,0.9,3.3,27,9,33.3,0.07,0.22,1.1,74.8,41,97,67,43,26,23,79,1692,865,37.2,94
Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,26,1,0,4,0.0,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,80.0,0,0,0,0,0,0,0,8,5,0.0,0
Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,21,14,6,637,7.1,2,1,3,2.5,2.5,1.1,14,5,35.7,0.14,0.4,-0.5,73.0,7,7,17,16,10,1,7,275,162,46.2,21
Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30,28,20,1829,20.3,11,4,15,11.7,8.6,3.5,70,20,28.6,0.1,0.35,-0.7,69.6,27,40,30,19,13,6,20,730,362,48.6,49
Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33,30,24,2051,22.8,15,2,17,16.3,11.7,3.4,53,31,58.5,0.19,0.32,-1.3,71.8,26,66,24,13,6,8,7,742,418,45.2,28
Younes Lachaab,fr FRA,"MF,FW",Lille,fr Ligue 1,19,2,0,9,0.1,0,0,0,0.1,0.1,0.0,1,0,0.0,0.0,,-0.1,50.0,0,0,1,1,1,1,0,8,3,100.0,0
Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24,35,35,3116,34.6,1,1,2,3.4,3.4,1.0,30,5,16.7,0.03,0.2,-2.4,81.7,8,65,8,68,41,54,207,1934,1030,57.1,130
Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,20,8,7,583,6.5,0,1,1,0.0,0.0,0.1,0,0,,,,0.0,92.5,1,31,1,12,8,4,30,487,289,60.0,22
Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,27,29,19,1699,18.9,2,2,4,2.1,2.1,2.7,18,6,33.3,0.11,0.33,-0.1,87.8,20,141,87,49,27,8,24,1421,816,56.7,81
Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,31,21,6,757,8.4,1,0,1,0.3,0.3,1.0,4,1,25.0,0.25,1.0,0.7,77.4,9,25,25,22,13,12,30,565,288,50.0,24
Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,32,30,29,2686,29.8,3,2,5,3.0,0.6,4.3,9,4,44.4,0.0,0.0,0.0,76.1,41,138,58,66,42,25,75,2043,1054,62.5,154
Adam Lallana,eng ENG,MF,Southampton,eng Premier League,36,14,5,361,4.0,0,2,2,0.2,0.2,0.9,3,0,0.0,0.0,,-0.2,85.0,4,24,6,8,5,5,5,318,178,41.7,19
Mathis Lambourde,fr FRA,"FW,MF",Hellas Verona,it Serie A,18,7,0,89,1.0,1,0,1,0.2,0.2,0.1,2,1,50.0,0.5,1.0,0.8,56.5,1,0,1,3,1,0,1,38,24,33.3,3
Mohamed Lamine Bayo,gn GUI,FW,Lille,fr Ligue 1,26,12,4,309,3.4,2,1,3,2.2,2.2,0.5,10,4,40.0,0.2,0.5,-0.2,70.7,4,4,4,1,1,0,4,98,59,50.0,5
Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,23,15,10,860,9.6,2,2,4,0.4,0.4,0.8,6,2,33.3,0.33,1.0,1.6,81.1,5,14,32,17,11,7,23,535,292,32.3,39
Will Lankshear,eng ENG,"FW,MF",Tottenham,eng Premier League,19,3,0,11,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,0.0,0,0,0,0,0,0,0,3,3,,0
Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,34,12,1,310,3.4,0,0,0,1.4,1.4,0.1,15,3,20.0,0.0,0.0,-1.4,60.3,3,7,7,2,0,0,1,96,43,100.0,5
Cyle Larin,ca CAN,FW,Mallorca,es La Liga,29,32,21,1764,19.6,7,2,9,6.9,6.1,1.4,38,14,36.8,0.16,0.43,0.1,67.5,8,20,20,12,6,1,16,561,316,26.7,46
Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,20,33,28,2393,26.6,3,1,4,3.1,3.1,2.1,21,10,47.6,0.14,0.3,-0.1,86.9,21,121,16,47,27,30,35,1478,803,63.2,121
Juanmi Latasa,es ESP,FW,Valladolid,es La Liga,23,28,14,1398,15.5,3,0,3,4.2,4.2,0.9,40,13,32.5,0.08,0.23,-1.2,59.2,13,17,3,4,2,0,11,390,153,53.3,24
Toni Lato,es ESP,DF,Mallorca,es La Liga,26,14,7,621,6.9,0,0,0,0.0,0.0,0.4,0,0,,,,0.0,75.2,6,26,15,17,11,6,33,396,155,0.0,30
Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,20,16,11,797,8.9,0,1,1,0.3,0.3,0.7,2,0,0.0,0.0,,-0.3,91.7,7,31,3,22,13,16,10,493,295,62.5,40
Valentino Lazaro,at AUT,"DF,FW",Torino,it Serie A,28,33,26,2307,25.6,0,6,6,1.0,1.0,3.3,16,2,12.5,0.0,0.0,-1.0,75.1,33,76,35,26,12,11,38,1368,726,37.8,94
Darko Lazović,rs SRB,"DF,MF",Hellas Verona,it Serie A,33,27,17,1459,16.2,2,3,5,2.5,1.7,3.4,19,3,15.8,0.05,0.33,-0.5,62.4,18,40,22,21,10,11,39,659,318,31.8,59
Manuel Lazzari,it ITA,DF,Lazio,it Serie A,30,25,16,1406,15.6,0,1,1,0.1,0.1,1.3,6,2,33.3,0.0,0.0,-0.1,79.1,20,66,72,26,16,10,19,896,518,62.5,50
Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,26,16,15,1378,15.3,0,1,1,0.4,0.4,0.3,10,3,30.0,0.0,0.0,-0.4,86.4,5,39,7,27,15,33,75,994,539,66.7,48
Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,26,2,1,102,1.1,0,0,0,0.2,0.2,0.0,2,1,50.0,0.0,0.0,-0.2,78.6,0,1,1,1,0,0,0,23,13,0.0,2
Enzo Le Fée,fr FRA,MF,Roma,it Serie A,24,6,4,318,3.5,0,0,0,0.2,0.2,0.1,4,2,50.0,0.0,0.0,-0.2,85.9,3,28,15,7,4,5,2,297,204,50.0,22
Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,27,27,24,2151,23.9,1,0,1,1.5,1.5,0.5,11,3,27.3,0.09,0.33,-0.5,90.4,3,55,11,27,18,10,120,1523,1001,50.0,82
Rafael Leão,pt POR,FW,Milan,it Serie A,25,34,25,2323,25.8,8,8,16,7.6,7.6,8.4,66,29,43.9,0.12,0.28,0.4,74.2,58,93,123,16,10,6,4,1135,780,45.7,66
Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,31,20,17,1526,17.0,2,2,4,1.3,1.3,2.8,22,8,36.4,0.09,0.25,0.7,85.3,19,105,23,48,33,12,23,1228,697,57.1,125
Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,30,34,34,3060,34.0,0,1,1,0.6,0.6,1.1,9,1,11.1,0.0,0.0,-0.6,82.7,10,89,6,52,30,32,206,2144,1196,47.1,110
Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,25,30,29,2546,28.3,1,2,3,1.4,1.4,1.0,18,8,44.4,0.06,0.13,-0.4,78.6,13,116,20,64,32,57,162,1803,853,66.7,104
Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26,14,6,674,7.5,1,0,1,1.2,1.2,0.2,6,1,16.7,0.17,1.0,-0.2,78.1,2,25,4,12,4,10,42,473,173,0.0,36
Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,33,37,37,3325,36.9,2,3,5,3.6,3.6,1.9,58,17,29.3,0.03,0.12,-1.6,83.8,14,143,21,46,28,41,181,2486,1469,66.7,156
Stefan Lekovic,rs SRB,DF,Monza,it Serie A,20,7,3,367,4.1,0,0,0,0.1,0.1,0.0,3,0,0.0,0.0,,-0.1,86.2,0,15,4,9,4,7,5,225,128,66.7,18
Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,31,16,8,773,8.6,0,0,0,0.2,0.2,0.5,2,0,0.0,0.0,,-0.2,78.6,8,35,13,15,12,9,29,521,245,42.9,39
Nunzio Lella,it ITA,MF,Venezia,it Serie A,24,1,0,5,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,100.0,0,0,0,0,0,0,0,1,2,,0
Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,28,5,0,85,0.9,0,0,0,0.3,0.3,0.2,2,1,50.0,0.0,0.0,-0.3,83.8,2,8,1,2,1,0,1,78,55,0.0,3
Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20,27,20,1779,19.8,4,3,7,3.5,3.5,2.9,25,9,36.0,0.16,0.44,0.5,79.4,29,58,35,35,24,14,19,935,466,50.0,62
Mario Lemina,ga GAB,"MF,DF",Wolves,eng Premier League,30,17,15,1364,15.2,1,3,4,1.4,1.4,1.1,18,5,27.8,0.06,0.2,-0.4,80.4,10,48,8,51,31,27,50,809,382,62.5,73
Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,29,23,23,1972,21.9,2,1,3,2.4,2.4,1.1,10,4,40.0,0.2,0.5,-0.4,87.5,5,79,16,27,17,22,104,1583,1065,100.0,74
Giovanni Leoni,it ITA,DF,Parma,it Serie A,17,17,14,1199,13.3,1,0,1,0.1,0.1,0.0,2,1,50.0,0.5,1.0,0.9,87.7,1,21,0,14,6,15,63,774,449,100.0,34
Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,24,28,18,1629,18.1,9,0,9,5.1,5.1,0.8,41,17,41.5,0.22,0.53,3.9,67.1,7,20,26,11,6,4,10,504,246,28.6,45
Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,21,29,23,2048,22.8,2,1,3,1.4,1.4,0.9,20,5,25.0,0.1,0.4,0.6,80.3,8,89,25,68,33,18,25,992,502,50.0,89
Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,29,33,26,2274,25.3,0,1,1,1.1,1.1,1.6,26,8,30.8,0.0,0.0,-1.1,75.3,10,97,13,35,17,42,80,1406,649,53.8,154
Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,18,16,8,816,9.1,2,1,3,1.5,1.5,1.3,9,5,55.6,0.22,0.4,0.5,82.7,12,31,11,25,18,8,19,411,214,40.0,43
Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,35,34,32,2667,29.6,27,2,29,27.1,24.0,2.3,111,45,40.5,0.22,0.53,-0.1,73.4,19,48,27,10,5,3,26,841,472,57.1,45
Jamie Leweling,de GER,"MF,FW",Stuttgart,de Bundesliga,23,27,22,1663,18.5,2,2,4,1.6,1.6,3.8,29,16,55.2,0.07,0.13,0.4,70.5,25,51,55,16,6,11,17,801,540,50.0,73
Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,19,28,21,1893,21.0,1,2,3,1.4,1.4,0.3,10,2,20.0,0.1,0.5,-0.4,91.5,7,107,39,30,19,13,45,1477,865,42.9,95
Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,23,38,36,3093,34.4,1,3,4,3.1,3.1,3.2,28,14,50.0,0.04,0.07,-2.1,77.1,26,98,98,49,27,21,76,1613,868,40.6,146
Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,17,23,15,1369,15.2,1,0,1,0.2,0.2,0.4,3,1,33.3,0.33,1.0,0.8,91.2,8,71,37,22,14,7,27,905,526,42.9,53
Ben Lhassine Kone,ci CIV,MF,Como,it Serie A,24,4,0,51,0.6,0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,,0.0,95.8,0,3,0,2,2,1,1,35,25,100.0,7
Mattia Liberali,it ITA,MF,Milan,it Serie A,17,1,1,61,0.7,0,0,0,0.1,0.1,0.0,2,0,0.0,0.0,,-0.1,77.4,1,5,1,2,1,0,0,38,30,0.0,4
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,28,32,31,2770,30.8,1,0,1,0.5,0.5,0.8,8,1,12.5,0.13,1.0,0.5,86.2,6,138,44,22,13,36,124,2520,1444,40.0,113
Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,24,29,25,2123,23.6,2,0,2,2.5,2.5,0.3,18,9,50.0,0.11,0.22,-0.5,89.9,6,55,7,30,22,33,96,1608,1078,50.0,68
Pedro Lima,br BRA,DF,Wolves,eng Premier League,18,3,1,70,0.8,0,0,0,0.1,0.1,0.1,1,1,100.0,0.0,0.0,-0.1,73.7,2,4,4,1,0,2,5,48,22,33.3,3
Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,30,16,6,704,7.8,0,0,0,0.0,0.0,0.1,0,0,,,,0.0,93.8,3,26,5,7,2,8,36,452,263,,29
Jesper Lindstrøm,dk DEN,FW,Everton,eng Premier League,24,25,15,1239,13.8,0,1,1,2.1,2.1,2.0,28,10,35.7,0.0,0.0,-2.1,69.4,19,25,30,45,25,12,17,625,302,18.6,70
Karol Linetty,pl POL,MF,Torino,it Serie A,29,28,18,1540,17.1,1,0,1,1.1,1.1,0.9,17,4,23.5,0.06,0.25,-0.1,84.6,10,47,18,39,23,12,31,732,397,33.3,63
Samuel Lino,br BRA,"MF,DF",Atlético Madrid,es La Liga,24,31,21,1552,17.2,3,4,7,6.0,6.0,2.9,45,18,40.0,0.07,0.17,-3.0,79.4,22,73,72,33,17,8,13,1038,678,48.2,85
Pol Lirola,es ESP,DF,Marseille,fr Ligue 1,26,19,5,680,7.6,1,2,3,0.6,0.6,0.7,6,1,16.7,0.17,1.0,0.4,83.1,8,21,12,13,9,4,12,460,248,33.3,29
Dailon Livramento,cv CPV,"FW,MF",Hellas Verona,it Serie A,23,29,8,940,10.4,1,1,2,1.8,1.8,0.9,13,4,30.8,0.08,0.25,-0.8,53.9,8,13,23,15,11,3,9,307,161,24.0,21
Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,21,37,32,2840,31.6,0,1,1,0.3,0.3,2.6,6,2,33.3,0.0,0.0,-0.3,85.4,25,158,83,54,36,23,108,1964,1023,44.6,189
Marin Ljubicic,hr CRO,"FW,MF",Union Berlin,de Bundesliga,22,13,1,281,3.1,1,1,2,0.4,0.4,0.6,2,1,50.0,0.5,1.0,0.6,56.7,2,6,1,2,1,0,7,90,52,33.3,12
Javier Llabrés,es ESP,FW,Mallorca,es La Liga,21,1,1,57,0.6,0,0,0,0.0,0.0,0.1,1,0,0.0,0.0,,0.0,83.3,1,3,3,0,0,0,0,29,17,,3
Diego Llorente,es ESP,DF,Betis,es La Liga,30,30,29,2519,28.0,2,0,2,1.5,1.5,0.3,11,4,36.4,0.18,0.5,0.5,86.7,6,81,7,36,20,43,154,1915,1127,66.7,93
Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,29,33,28,2513,27.9,2,4,6,0.8,0.8,4.3,16,5,31.3,0.13,0.4,1.2,85.5,28,111,82,69,52,27,51,1808,1116,46.7,131
Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,29,31,31,2768,30.8,2,1,3,1.2,1.2,0.9,11,2,18.2,0.18,1.0,0.8,87.2,5,99,13,68,43,34,192,1885,1028,57.1,100
Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,28,25,15,1457,16.2,8,3,11,4.8,2.4,4.9,31,16,51.6,0.19,0.38,3.2,79.0,43,132,26,34,22,5,3,1167,702,38.2,76
Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,29,32,31,2636,29.3,0,1,1,0.3,0.3,1.2,7,0,0.0,0.0,,-0.3,90.8,17,118,30,47,30,21,57,1967,1123,72.7,166
Manuel Locatelli,it ITA,MF,Juventus,it Serie A,26,36,34,2822,31.4,2,2,4,1.8,1.0,2.5,24,7,29.2,0.04,0.14,0.2,87.8,29,294,33,72,49,23,77,2752,1559,36.4,141
Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,22,2,1,97,1.1,0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,,0.0,88.1,0,2,1,2,2,1,3,56,27,100.0,2
Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,28,19,10,1037,11.5,0,0,0,0.7,0.7,1.9,9,2,22.2,0.0,0.0,-0.7,89.7,16,51,27,19,8,3,20,593,362,47.8,48
Elysée Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20,1,0,27,0.3,0,0,0,0.2,0.2,0.0,1,0,0.0,0.0,,-0.2,75.0,0,0,0,0,0,0,0,6,5,,1
Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,23,17,7,684,7.6,0,0,0,0.3,0.3,0.2,7,4,57.1,0.0,0.0,-0.3,85.1,5,31,3,17,7,10,7,532,279,30.8,29
Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,26,25,8,798,8.9,0,0,0,0.6,0.6,0.2,6,1,16.7,0.0,0.0,-0.6,84.5,4,40,4,27,16,7,8,434,248,28.6,31
Ademola Lookman,ng NGA,"MF,FW",Atalanta,it Serie A,26,31,28,2247,25.0,15,5,20,10.3,9.5,7.1,81,32,39.5,0.17,0.44,4.7,72.5,61,73,142,32,15,3,5,1274,827,35.6,69
David López,es ESP,DF,Mallorca,es La Liga,21,2,2,169,1.9,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,81.1,0,4,0,3,2,1,10,71,38,,2
David López,es ESP,DF,Girona,es La Liga,34,29,27,2429,27.0,1,1,2,0.9,0.9,0.6,12,3,25.0,0.08,0.33,0.1,92.1,4,132,17,32,24,14,111,2263,1405,66.7,95
Diego López,es ESP,"MF,FW",Valencia,es La Liga,22,38,35,2737,30.4,8,5,13,6.6,6.6,5.0,44,14,31.8,0.18,0.57,1.4,72.1,38,85,76,31,18,16,15,1257,715,29.9,105
Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21,28,12,1252,13.9,6,5,11,5.6,5.6,3.9,41,15,36.6,0.15,0.4,0.4,81.8,29,79,31,19,15,5,3,858,490,45.5,66
Javi López,es ESP,DF,Real Sociedad,es La Liga,22,29,21,1936,21.5,0,0,0,0.1,0.1,0.4,5,1,20.0,0.0,0.0,-0.1,78.4,5,73,36,40,23,11,59,1247,571,46.2,92
Roberto López,es ESP,MF,Leganés,es La Liga,24,13,3,396,4.4,0,1,1,0.5,0.5,0.9,6,1,16.7,0.0,0.0,-0.5,73.1,10,20,3,8,6,1,7,242,122,50.0,28
Unai López,es ESP,MF,Rayo Vallecano,es La Liga,28,32,23,1707,19.0,3,1,4,1.6,1.6,1.0,26,11,42.3,0.12,0.27,1.4,84.2,19,112,22,31,21,21,20,1410,828,65.2,117
Iker Losada,es ESP,"FW,MF",Celta Vigo,es La Liga,22,12,4,358,4.0,1,0,1,1.1,1.1,0.3,3,2,66.7,0.33,0.5,-0.1,75.0,5,17,9,3,3,1,8,162,87,40.0,8
Iker Losada,es ESP,"MF,FW",Betis,es La Liga,22,10,3,336,3.7,0,0,0,0.5,0.5,0.3,5,1,20.0,0.0,0.0,-0.5,75.4,6,14,9,10,7,3,2,180,101,33.3,19
Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38,21,13,1137,12.6,0,0,0,0.1,0.1,0.4,5,0,0.0,0.0,,-0.1,76.6,7,45,3,30,16,18,27,547,223,20.0,45
Jordan Lotomba,ch SUI,"MF,DF",Nice,fr Ligue 1,25,2,0,35,0.4,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,81.0,0,3,4,0,0,0,1,24,19,33.3,2
Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,21,22,7,775,8.6,1,0,1,0.8,0.8,1.2,12,4,33.3,0.08,0.25,0.2,81.7,14,36,19,27,17,18,20,579,246,30.8,36
Sandi Lovrić,si SVN,MF,Udinese,it Serie A,26,36,31,2308,25.6,2,3,5,2.6,2.6,3.4,49,12,24.5,0.04,0.17,-0.6,78.7,32,120,60,46,29,22,27,1258,670,43.8,118
Pol Lozano,es ESP,MF,Espanyol,es La Liga,24,30,27,1943,21.6,0,1,1,0.2,0.2,0.8,8,2,25.0,0.0,0.0,-0.2,83.8,17,115,18,53,34,22,31,1026,506,26.3,86
