Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,xG,npxG,xAG,Sh,SoT,SoT%,G/Sh,G/SoT,G-xG,Cmp%,KP,PrgP,PrgC,Tkl,TklW,Int,Clr,Touches,Carries,Succ%,Recov
Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,25,34,29,2478,27.5,11,9,20,12.0,8.9,6.4,53,20,37.7,0.15,0.4,-1.0,76.5,69,105,121,43,29,5,13,1367,859,44.8,94
Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,21,13,4,495,5.5,0,0,0,0.1,0.1,0.1,1,0,0.0,0.0,,-0.1,90.8,2,19,3,12,8,7,28,464,268,33.3,19
Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,20,27,17,1747,19.4,2,2,4,1.1,1.1,1.0,16,4,25.0,0.13,0.5,0.9,80.8,10,49,3,25,12,19,144,1066,531,33.3,66
Dani Raba,es ESP,"FW,MF",Leganés,es La Liga,28,29,24,1879,20.9,8,6,14,7.5,3.6,5.3,39,12,30.8,0.1,0.33,0.5,67.1,47,69,42,37,23,14,19,930,523,50.5,90
Adrien Rabiot,fr FRA,MF,Marseille,fr Ligue 1,29,29,27,2485,27.6,9,4,13,7.3,7.3,3.8,48,22,45.8,0.19,0.41,1.7,84.8,28,168,79,49,31,21,32,1822,1096,52.0,124
Hamza Rafia,tn TUN,MF,Lecce,it Serie A,25,18,14,1058,11.8,0,0,0,0.5,0.5,1.4,10,2,20.0,0.0,0.0,-0.5,77.6,16,51,13,44,27,4,18,651,317,45.5,62
Antonio Raillo,es ESP,DF,Mallorca,es La Liga,32,36,36,3207,35.6,2,0,2,2.0,2.0,1.6,35,8,22.9,0.06,0.25,0.0,88.7,13,108,31,31,18,29,222,2185,1108,66.7,104
Antonio Raimondo,it ITA,"FW,DF",Venezia,it Serie A,20,9,0,94,1.0,0,0,0,0.3,0.3,0.1,1,1,100.0,0.0,0.0,-0.3,65.4,1,2,2,2,1,0,0,34,21,,4
Ylber Ramadani,al ALB,MF,Lecce,it Serie A,28,29,21,1807,20.1,1,1,2,0.6,0.6,1.1,17,6,35.3,0.06,0.17,0.4,82.1,16,60,9,51,28,24,26,1038,537,54.2,117
Benito Ramírez,es ESP,"DF,FW",Las Palmas,es La Liga,29,19,2,478,5.3,0,0,0,0.3,0.3,0.9,10,1,10.0,0.0,0.0,-0.3,79.4,13,16,14,10,5,1,14,406,211,20.0,32
Sandro Ramírez,es ESP,"FW,MF",Las Palmas,es La Liga,29,31,25,2034,22.6,9,3,12,4.1,3.3,3.4,51,20,39.2,0.16,0.4,4.9,64.2,28,52,52,27,15,16,22,930,469,34.0,93
Jacobo Ramón,es ESP,DF,Real Madrid,es La Liga,19,3,2,204,2.3,1,0,1,0.2,0.2,0.2,2,1,50.0,0.5,1.0,0.8,93.3,1,1,0,7,3,3,8,117,59,,5
Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,23,22,12,1066,11.8,10,3,13,13.6,11.3,2.2,52,29,55.8,0.15,0.28,-3.6,80.1,15,24,11,11,6,0,5,353,155,9.1,18
Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,eng Premier League,23,29,19,1623,18.0,1,3,4,1.6,1.6,2.3,19,4,21.1,0.05,0.25,-0.6,84.8,21,68,61,30,15,8,8,762,496,54.3,83
Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,25,35,34,2981,33.1,0,3,3,1.1,1.1,1.7,10,4,40.0,0.0,0.0,-0.1,85.4,16,80,25,42,24,27,154,2124,1234,47.4,95
Grant Ranos,am ARM,FW,Gladbach,de Bundesliga,21,2,0,20,0.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,66.7,0,1,1,1,0,0,0,17,10,,0
Lilian Raolisoa,fr FRA,"DF,FW",Angers,fr Ligue 1,24,29,14,1318,14.6,0,3,3,0.7,0.7,2.0,14,1,7.1,0.0,0.0,-0.7,69.5,14,47,33,41,24,15,45,751,404,43.4,76
Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,27,36,32,2839,31.5,18,9,27,19.2,17.6,12.7,112,40,35.7,0.14,0.4,-1.2,71.1,91,135,94,36,22,11,26,1863,1016,50.5,94
Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,eng Premier League,26,15,12,978,10.9,4,1,5,1.7,1.7,2.1,16,9,56.3,0.25,0.44,2.3,73.8,15,21,20,7,4,4,7,440,293,23.1,24
Marcus Rashford,eng ENG,FW,Aston Villa,eng Premier League,26,10,4,444,4.9,2,2,4,3.1,2.3,2.3,18,5,27.8,0.06,0.2,-1.1,71.3,13,13,22,10,7,1,3,227,127,40.9,14
Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,24,26,11,1103,12.3,6,1,7,4.0,4.0,2.4,42,14,33.3,0.14,0.43,2.0,68.3,28,42,18,18,9,3,13,549,263,64.3,43
Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,26,35,34,3065,34.1,2,3,5,1.8,1.8,5.7,31,7,22.6,0.06,0.29,0.2,81.6,36,145,122,71,41,27,73,2193,1190,51.7,169
Raúl,es ESP,"FW,MF",Osasuna,es La Liga,23,32,5,750,8.3,4,0,4,3.5,3.5,0.7,25,12,48.0,0.16,0.33,0.5,69.0,3,16,10,13,8,0,6,266,153,55.0,14
David Raum,de GER,DF,RB Leipzig,de Bundesliga,26,22,21,1783,19.8,1,5,6,0.5,0.5,6.5,9,4,44.4,0.11,0.25,0.5,69.4,48,71,36,38,28,9,47,1389,593,39.3,92
Rayan Raveloson,mg MAD,"MF,DF",Auxerre,fr Ligue 1,27,13,7,724,8.0,1,0,1,0.8,0.8,0.2,16,5,31.3,0.06,0.2,0.2,86.6,3,31,5,6,5,5,22,401,216,53.8,44
Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,25,8,4,385,4.3,0,0,0,0.2,0.2,0.3,6,1,16.7,0.0,0.0,-0.2,62.7,6,5,16,3,2,0,6,173,103,21.4,16
Ante Rebić,hr CRO,"FW,MF",Lecce,it Serie A,30,27,7,788,8.8,1,0,1,2.1,2.1,2.1,13,5,38.5,0.08,0.2,-1.1,61.1,18,36,17,12,9,2,4,429,223,26.7,33
Harrison Reed,eng ENG,MF,Fulham,eng Premier League,29,12,0,108,1.2,0,0,0,0.2,0.2,0.1,3,2,66.7,0.0,0.0,-0.2,70.9,1,4,1,6,3,1,3,78,31,0.0,10
Remy Rees-Dottin,eng ENG,FW,Bournemouth,eng Premier League,18,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,,0,0,0,0,0,0,0,0,0,,0
Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,27,4,1,196,2.2,0,0,0,0.1,0.1,0.0,2,0,0.0,0.0,,-0.1,68.4,1,13,5,4,3,4,8,167,88,33.3,14
Tijjani Reijnders,nl NED,MF,Milan,it Serie A,26,37,36,3128,34.8,10,4,14,7.5,7.5,3.5,77,28,36.4,0.13,0.36,2.5,87.5,47,230,111,26,13,38,28,1863,1214,50.7,125
Vitor Reis,br BRA,DF,Manchester City,eng Premier League,18,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,100.0,0,0,0,0,0,0,1,3,2,100.0,0
Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,22,27,21,1830,20.3,2,1,3,1.7,1.7,2.1,23,7,30.4,0.09,0.29,0.3,77.9,16,91,18,52,24,53,59,1199,614,47.2,94
Nicolai Remberg,de GER,MF,Holstein Kiel,de Bundesliga,24,32,26,2417,26.9,0,1,1,1.5,1.5,0.8,24,2,8.3,0.0,0.0,-1.5,77.9,9,80,25,45,25,29,100,1316,552,28.0,101
Devyne Rensch,nl NED,DF,Roma,it Serie A,21,14,5,469,5.2,0,1,1,0.3,0.3,0.8,3,2,66.7,0.0,0.0,-0.3,81.9,2,14,2,17,13,7,12,319,161,0.0,13
Daniel Requena,es ESP,MF,Villarreal,es La Liga,20,1,0,10,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,80.0,0,0,0,0,0,0,0,5,2,,0
Mateo Retegui,it ITA,FW,Atalanta,it Serie A,25,36,32,2383,26.5,25,8,33,18.9,14.9,4.9,99,32,32.3,0.21,0.66,6.1,76.5,38,46,21,14,9,4,17,874,557,40.0,69
Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,26,27,22,1785,19.8,1,1,2,1.4,1.4,1.1,29,5,17.2,0.03,0.2,-0.4,70.0,16,94,31,27,19,16,22,887,463,31.3,85
Gio Reyna,us USA,MF,Dortmund,de Bundesliga,21,16,3,350,3.9,2,0,2,0.2,0.2,0.2,3,2,66.7,0.67,1.0,1.8,78.8,2,22,5,7,0,0,9,262,150,57.1,19
Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,21,1,1,90,1.0,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,85.4,0,7,2,5,2,2,0,90,58,,4
Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,24,30,30,2700,30.0,1,1,2,1.6,1.6,0.4,21,4,19.0,0.05,0.25,-0.6,91.2,9,178,25,32,19,27,143,2712,1737,62.5,175
Samuele Ricci,it ITA,MF,Torino,it Serie A,22,34,34,2825,31.4,1,1,2,1.3,1.3,0.6,22,7,31.8,0.05,0.14,-0.3,88.0,15,116,43,35,21,25,51,1589,960,27.3,130
Declan Rice,eng ENG,MF,Arsenal,eng Premier League,25,35,33,2825,31.4,4,7,11,3.5,3.5,6.6,48,14,29.2,0.08,0.29,0.5,83.4,59,192,90,53,25,25,51,1948,1031,48.3,156
Chris Richards,us USA,DF,Crystal Palace,eng Premier League,24,24,22,1922,21.4,1,0,1,1.4,1.4,0.1,12,6,50.0,0.08,0.17,-0.4,79.8,2,39,6,47,30,19,121,1118,517,16.7,51
Amir Richardson,ma MAR,MF,Fiorentina,it Serie A,22,26,10,1024,11.4,1,1,2,0.9,0.9,0.6,11,5,45.5,0.09,0.2,0.1,87.6,8,47,19,30,13,6,29,748,451,57.9,51
Richarlison,br BRA,FW,Tottenham,eng Premier League,27,15,4,504,5.6,4,1,5,3.7,3.7,0.9,17,7,41.2,0.24,0.57,0.3,60.2,4,11,8,5,3,0,8,173,89,6.3,11
Diego Rico,es ESP,DF,Getafe,es La Liga,31,33,32,2819,31.3,0,3,3,0.4,0.4,2.7,16,3,18.8,0.0,0.0,-0.4,67.6,36,136,27,81,49,34,102,1929,694,42.9,132
Fabian Rieder,ch SUI,"MF,FW",Stuttgart,de Bundesliga,22,21,8,867,9.6,1,3,4,1.4,1.4,2.0,20,7,35.0,0.05,0.14,-0.4,70.6,12,38,20,17,14,10,7,492,253,47.4,45
Luis Rioja,es ESP,FW,Alavés,es La Liga,30,1,0,23,0.3,0,0,0,0.0,0.0,0.1,0,0,,,,0.0,45.5,1,1,4,2,1,0,0,15,8,,1
Luis Rioja,es ESP,"MF,FW",Valencia,es La Liga,30,36,33,2831,31.5,5,3,8,3.3,1.7,4.5,28,12,42.9,0.11,0.25,1.7,67.7,35,103,93,33,21,22,44,1505,816,47.3,111
Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,es La Liga,24,16,4,516,5.7,0,1,1,0.9,0.9,0.8,14,4,28.6,0.0,0.0,-0.9,78.1,15,24,43,11,5,2,3,354,246,25.0,21
Alberto Risco,es ESP,"MF,FW",Getafe,es La Liga,18,5,0,69,0.8,0,0,0,0.2,0.2,0.1,4,1,25.0,0.0,0.0,-0.2,73.5,4,3,3,4,4,0,0,57,32,16.7,5
Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,es La Liga,28,10,6,429,4.8,0,1,1,0.0,0.0,0.2,2,0,0.0,0.0,,0.0,77.6,4,10,8,7,7,2,18,302,153,15.4,17
Lars Ritzka,de GER,"DF,MF",St. Pauli,de Bundesliga,26,21,11,922,10.2,1,0,1,0.4,0.4,0.2,8,1,12.5,0.13,1.0,0.6,71.5,5,21,8,49,29,11,41,567,161,0.0,35
Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,es La Liga,19,1,0,20,0.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,45.5,0,1,0,2,0,0,0,17,5,0.0,1
Sergi Roberto,es ESP,MF,Como,it Serie A,32,13,8,696,7.7,0,1,1,0.7,0.7,0.7,6,1,16.7,0.0,0.0,-0.7,90.3,15,36,10,14,8,9,14,582,340,30.0,48
Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,30,33,29,2482,27.6,0,1,1,1.2,1.2,4.6,15,2,13.3,0.0,0.0,-1.2,82.7,40,176,64,39,22,21,54,2084,1107,38.9,105
Antonee Robinson,us USA,DF,Fulham,eng Premier League,26,36,35,3167,35.2,0,10,10,0.7,0.7,4.2,16,2,12.5,0.0,0.0,-0.7,76.8,43,131,118,95,61,62,133,2523,1343,45.8,157
Jay Robinson,eng ENG,"MF,FW",Southampton,eng Premier League,17,4,1,137,1.5,0,0,0,0.0,0.0,0.7,1,1,100.0,0.0,0.0,0.0,67.6,3,1,3,4,1,0,1,54,33,54.5,12
Marc Roca,es ESP,MF,Betis,es La Liga,27,14,11,906,10.1,2,2,4,1.1,1.1,1.0,12,4,33.3,0.17,0.5,0.9,86.4,12,59,11,20,14,14,14,632,385,80.0,51
Rodri,es ESP,MF,Manchester City,eng Premier League,28,3,1,73,0.8,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,94.1,1,4,1,2,1,1,1,74,39,0.0,7
Rodri,es ESP,FW,Betis,es La Liga,24,3,1,118,1.3,0,0,0,0.2,0.2,0.1,2,2,100.0,0.0,0.0,-0.2,84.8,2,8,4,2,1,1,1,86,57,33.3,10
Alejandro Rodriguez,pt POR,MF,Lyon,fr Ligue 1,16,1,0,20,0.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,50.0,0,0,0,0,0,0,0,8,1,,1
Álvaro Rodríguez,uy URU,FW,Getafe,es La Liga,20,22,7,852,9.5,2,0,2,1.2,1.2,0.3,25,10,40.0,0.08,0.2,0.8,46.0,5,13,6,10,7,3,12,415,186,48.5,31
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,26,29,12,1330,14.8,1,4,5,2.1,2.1,2.2,33,6,18.2,0.03,0.17,-1.1,72.1,19,60,24,32,17,20,20,749,381,40.4,56
Arturo Rodríguez,es ESP,FW,Las Palmas,es La Liga,17,1,0,21,0.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,71.4,0,0,1,0,0,0,0,11,7,0.0,1
Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,21,17,10,927,10.3,0,0,0,0.1,0.1,0.8,4,0,0.0,0.0,,-0.1,89.2,17,71,8,14,9,7,13,876,529,0.0,49
Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,36,37,26,2162,24.0,4,7,11,2.8,2.8,3.1,31,10,32.3,0.13,0.4,1.2,69.7,33,78,37,49,29,12,30,971,512,47.1,70
Daniel Rodriguez,es ESP,FW,Barcelona,es La Liga,18,1,1,37,0.4,0,0,0,0.0,0.0,0.0,2,0,0.0,0.0,,0.0,75.0,0,2,4,0,0,0,0,25,20,0.0,0
Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,30,23,16,1149,12.8,0,1,1,0.2,0.2,0.2,8,1,12.5,0.0,0.0,-0.2,84.4,4,33,4,36,19,13,35,709,327,50.0,53
James Rodríguez,co COL,"MF,FW",Rayo Vallecano,es La Liga,33,6,1,140,1.6,0,0,0,0.3,0.3,0.2,4,2,50.0,0.0,0.0,-0.3,79.6,2,13,3,3,2,1,0,116,71,71.4,8
Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,21,36,26,2514,27.9,3,2,5,2.3,2.3,1.0,12,5,41.7,0.25,0.6,0.7,86.7,13,114,29,53,38,33,96,1994,1187,45.5,87
Jesus Rodríguez,es ESP,FW,Betis,es La Liga,18,21,15,1111,12.3,2,0,2,2.3,2.3,0.2,23,8,34.8,0.09,0.25,-0.3,72.8,8,35,53,16,14,6,3,532,361,35.7,58
Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,28,21,21,1758,19.5,0,3,3,1.6,1.6,1.5,21,8,38.1,0.0,0.0,-1.6,85.2,16,128,25,33,17,10,21,1357,763,68.8,100
Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,31,18,15,1274,14.2,0,1,1,0.2,0.2,0.4,5,1,20.0,0.0,0.0,-0.2,82.0,7,63,19,28,15,8,51,866,434,57.1,55
Rodrygo,br BRA,"FW,MF",Real Madrid,es La Liga,23,30,22,1928,21.4,6,5,11,4.0,3.9,3.0,54,20,37.0,0.11,0.3,2.0,85.9,49,108,113,21,14,11,9,1340,889,44.1,71
Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,25,19,11,1101,12.2,0,2,2,0.2,0.2,3.0,5,2,40.0,0.0,0.0,-0.2,78.7,14,51,17,18,8,4,35,645,352,36.8,39
Mads Roerslev,dk DEN,DF,Wolfsburg,de Bundesliga,25,7,2,298,3.3,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,83.9,1,13,7,10,9,5,16,215,102,33.3,8
Morgan Rogers,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,37,37,3114,34.6,8,10,18,6.6,6.6,7.8,55,20,36.4,0.15,0.4,1.4,73.2,51,123,114,43,22,6,20,1362,794,41.3,119
Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,22,19,11,965,10.7,0,1,1,0.8,0.8,1.7,12,3,25.0,0.0,0.0,-0.8,76.0,9,22,20,16,10,6,2,403,217,30.0,49
Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,29,32,31,2672,29.7,2,0,2,2.4,2.4,0.3,20,7,35.0,0.1,0.29,-0.4,91.8,9,90,8,48,29,26,118,2042,1064,33.3,96
Carlos Romero,es ESP,DF,Espanyol,es La Liga,22,34,28,2554,28.4,2,1,3,2.0,2.0,2.1,29,6,20.7,0.07,0.33,0.0,71.4,29,64,50,73,47,30,102,1366,593,42.3,125
Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,26,18,18,1416,15.7,1,0,1,1.6,1.6,0.6,16,8,50.0,0.06,0.13,-0.6,89.5,7,71,12,35,29,21,57,1377,896,25.0,90
Isaac Romero,es ESP,FW,Sevilla,es La Liga,24,31,26,2156,24.0,4,2,6,6.8,6.0,2.1,53,17,32.1,0.08,0.24,-2.8,70.3,20,29,21,13,7,7,27,751,382,32.3,59
Luka Romero,ar ARG,"FW,MF",Alavés,es La Liga,19,6,2,199,2.2,0,0,0,0.8,0.0,0.2,1,0,0.0,0.0,,-0.8,69.4,4,0,3,4,4,1,0,69,42,33.3,9
Oriol Romeu,es ESP,MF,Girona,es La Liga,32,25,17,1356,15.1,0,0,0,0.1,0.1,0.3,5,1,20.0,0.0,0.0,-0.1,90.4,8,73,22,38,25,12,20,1032,600,50.0,71
Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,29,25,17,1562,17.4,3,1,4,1.0,1.0,1.1,14,7,50.0,0.21,0.43,2.0,90.3,11,110,25,50,28,33,28,1602,896,68.8,86
Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,33,36,34,3058,34.0,4,4,8,0.9,0.9,2.3,14,4,28.6,0.29,1.0,3.1,86.4,25,242,37,74,48,47,67,2538,1475,46.2,140
Vitor Roque,br BRA,FW,Betis,es La Liga,19,22,14,1235,13.7,4,0,4,6.1,6.1,1.2,41,18,43.9,0.1,0.22,-2.1,72.8,12,17,24,11,6,7,4,365,213,25.6,35
Pablo Rosario,do DOM,"MF,DF",Nice,fr Ligue 1,27,29,21,1775,19.7,3,1,4,3.8,3.0,0.6,16,7,43.8,0.13,0.29,-0.8,85.0,16,89,17,30,20,31,43,950,473,52.9,60
Lasse Rosenboom,de GER,DF,Holstein Kiel,de Bundesliga,22,26,21,1734,19.3,2,2,4,1.9,1.9,1.1,12,5,41.7,0.17,0.4,0.1,65.1,14,34,19,47,35,19,71,780,284,36.8,57
Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,21,25,13,1249,13.9,1,0,1,0.4,0.4,0.7,5,1,20.0,0.2,1.0,0.6,85.3,5,29,24,27,17,7,65,826,445,56.0,60
Valentin Rosier,fr FRA,DF,Leganés,es La Liga,27,32,28,2595,28.8,1,2,3,0.9,0.9,1.1,14,4,28.6,0.07,0.25,0.1,79.3,11,74,41,72,52,52,149,1615,746,51.1,121
Tom Rothe,de GER,"DF,MF",Union Berlin,de Bundesliga,19,26,19,1670,18.6,3,3,6,1.8,1.8,1.3,23,9,39.1,0.13,0.33,1.2,68.1,12,50,25,45,28,18,57,1074,456,25.0,77
Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,23,11,11,972,10.8,0,0,0,0.5,0.5,0.0,7,3,42.9,0.0,0.0,-0.5,91.6,1,36,3,12,8,8,65,786,485,,48
Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23,18,14,1212,13.5,1,0,1,0.5,0.5,0.3,5,1,20.0,0.2,1.0,0.5,90.0,6,52,6,15,11,19,63,1014,573,40.0,63
Jonas Rouhi,se SWE,DF,Juventus,it Serie A,20,5,1,210,2.3,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,79.2,0,9,1,4,1,3,2,192,84,40.0,15
Jérôme Roussillon,fr FRA,"DF,MF",Union Berlin,de Bundesliga,31,7,1,136,1.5,0,0,0,0.1,0.1,0.0,2,0,0.0,0.0,,-0.1,63.4,0,11,2,0,0,2,7,96,40,33.3,2
Nicolò Rovella,it ITA,MF,Lazio,it Serie A,22,33,31,2718,30.2,0,3,3,1.5,1.5,2.2,28,8,28.6,0.0,0.0,-1.5,89.6,31,159,45,84,50,47,46,2354,1451,72.0,154
Jon Rowe,eng ENG,"FW,MF",Marseille,fr Ligue 1,21,28,6,807,9.0,3,3,6,3.5,3.5,4.5,36,15,41.7,0.08,0.2,-0.5,80.1,18,31,30,15,11,2,4,438,294,41.7,21
Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30,38,38,3406,37.8,1,3,4,2.9,2.9,1.1,28,3,10.7,0.04,0.33,-1.9,91.0,11,188,30,39,31,27,179,3152,1859,66.7,135
Tommaso Rubino,it ITA,MF,Fiorentina,it Serie A,17,1,0,8,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,33.3,1,1,0,0,0,0,0,3,3,,2
Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31,29,26,2291,25.5,0,0,0,1.7,1.7,0.5,24,4,16.7,0.0,0.0,-1.7,91.8,7,94,20,20,13,9,96,2069,1373,42.9,102
Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22,30,19,1751,19.5,0,3,3,0.2,0.2,2.0,3,2,66.7,0.0,0.0,-0.2,84.2,24,114,60,39,24,22,50,1479,785,54.5,124
Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,28,29,13,1313,14.6,1,3,4,0.9,0.9,2.4,16,4,25.0,0.06,0.25,0.1,80.9,20,50,21,32,23,14,40,790,398,51.9,71
Abel Ruiz,es ESP,FW,Girona,es La Liga,24,23,17,1346,15.0,4,0,4,4.6,3.0,0.5,21,7,33.3,0.14,0.43,-0.6,87.9,8,23,21,6,2,5,7,391,225,35.0,21
Ferrán Ruiz,es ESP,MF,Girona,es La Liga,21,1,0,18,0.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,50.0,0,1,0,0,0,1,0,9,5,,1
Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28,30,21,1923,21.4,4,5,9,4.3,4.3,4.7,43,12,27.9,0.09,0.33,-0.3,89.6,36,205,47,37,24,16,27,1807,1037,70.0,135
Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,22,28,19,1656,18.4,5,3,8,4.6,4.6,2.5,50,12,24.0,0.1,0.42,0.4,66.8,19,67,42,39,15,10,13,641,361,38.0,66
Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,26,29,27,2259,25.1,2,3,5,0.7,0.7,4.5,18,5,27.8,0.11,0.4,1.3,85.3,36,92,66,46,30,22,26,1684,1002,57.1,120
Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,24,18,10,900,10.0,3,2,5,2.8,2.8,0.8,26,8,30.8,0.12,0.38,0.2,76.2,14,27,29,20,13,3,1,427,301,29.6,43
Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31,22,20,1581,17.6,0,1,1,0.2,0.2,0.8,5,0,0.0,0.0,,-0.2,86.7,11,62,25,40,25,13,40,1170,620,40.0,87
Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,26,15,7,653,7.3,0,0,0,1.9,1.9,0.6,15,4,26.7,0.0,0.0,-1.9,71.1,4,15,11,14,7,3,4,230,130,37.9,26
Stefano Sabelli,it ITA,DF,Genoa,it Serie A,31,34,23,2058,22.9,0,2,2,0.1,0.1,1.9,6,1,16.7,0.0,0.0,-0.1,68.5,18,88,36,58,31,22,65,1428,641,30.8,92
Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,30,26,18,1616,18.0,1,0,1,1.8,1.8,1.6,21,8,38.1,0.05,0.13,-0.8,84.8,12,97,24,29,19,10,29,1028,577,40.0,58
Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29,16,14,1233,13.7,0,1,1,0.0,0.0,0.2,0,0,,,,0.0,83.6,7,59,21,14,8,13,21,734,371,22.2,52
Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27,16,9,825,9.2,5,0,5,3.4,3.4,0.7,20,7,35.0,0.25,0.71,1.6,72.3,6,7,9,10,5,1,7,301,175,44.0,14
Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27,7,2,227,2.5,0,0,0,0.2,0.2,0.2,5,0,0.0,0.0,,-0.2,52.1,1,5,5,2,1,1,2,85,49,55.6,5
Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25,22,17,1389,15.4,7,3,10,2.5,2.5,2.6,25,12,48.0,0.28,0.58,4.5,81.5,24,53,39,33,20,9,8,945,582,42.3,75
Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25,1,1,90,1.0,0,0,0,0.0,0.0,0.1,0,0,,,,0.0,84.6,2,4,7,1,1,1,0,81,59,,4
Jorge Sáenz,es ESP,DF,Leganés,es La Liga,27,23,19,1690,18.8,1,0,1,1.3,1.3,0.1,8,3,37.5,0.13,0.33,-0.3,83.7,2,36,5,37,23,25,161,1181,579,57.1,58
Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25,27,24,2141,23.8,2,0,2,0.7,0.7,0.6,11,3,27.3,0.18,0.67,1.3,88.6,6,51,13,57,35,29,110,1224,657,65.0,90
Richie Sagrado,be BEL,DF,Venezia,it Serie A,20,3,3,140,1.6,0,0,0,0.1,0.1,0.0,1,0,0.0,0.0,,-0.1,77.4,0,2,0,2,2,3,4,46,21,,6
Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23,30,10,1293,14.4,3,3,6,2.9,2.9,3.6,23,8,34.8,0.13,0.38,0.1,83.9,29,89,69,13,9,7,8,804,535,44.3,58
Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,29,24,11,905,10.1,3,0,3,3.2,3.2,1.0,17,7,41.2,0.18,0.43,-0.2,77.8,9,24,16,16,11,2,2,325,185,47.4,17
Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,25,16,11,1018,11.3,1,0,1,1.0,1.0,0.8,8,4,50.0,0.13,0.25,0.0,74.1,8,22,19,24,11,12,33,490,199,60.0,38
